item_id,status,created_at,sku,price,qty_ordered,grand_total,increment_id,category_name_1,sales_commission_code,discount_amount,payment_method,Working Date,BI Status, MV ,Year,Month,Customer Since,M-Y,FY,Customer ID,Exception
828808.0,canceled,4/20/2018,OTHOTH5A2F72DBBB0C9,100.0,5.0,1005.0,100514787,,,0.0,cod,4/20/2018,Gross, 500 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
828810.0,canceled,4/20/2018,MEFQMO59B0942707B79-M,99.0,5.0,1005.0,100514787,,,0.0,cod,4/20/2018,Gross, 495 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829923.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,1.0,351.0,100515478,,,0.0,cod,4/23/2018,Gross, 100 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829925.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,1.0,351.0,100515478,,,0.0,cod,4/23/2018,Gross, 99 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829939.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515487,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829941.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515487,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829947.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515488,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829949.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515488,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829943.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515489,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829945.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515489,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829951.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515490,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829953.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515490,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829955.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515491,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829957.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515491,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829959.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515492,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829961.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515492,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829963.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515493,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829965.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515493,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829983.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515494,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829985.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515494,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829967.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515495,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829969.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515495,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829971.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515496,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829973.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515496,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829987.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515497,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829989.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515497,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829975.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515498,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829977.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515498,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829979.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,26.0,5232.0,100515499,,,0.0,cod,4/23/2018,Gross," 2,600 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
829981.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,26.0,5232.0,100515499,,,0.0,cod,4/23/2018,Gross," 2,574 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830003.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515506,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830005.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515506,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830007.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515507,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830009.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515507,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830011.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515508,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830013.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515508,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830015.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515509,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830017.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515509,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830019.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515510,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830021.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515510,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830023.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515511,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830025.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515511,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830027.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515512,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830029.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515512,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830031.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515513,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830033.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515513,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830037.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515514,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830039.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515514,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830041.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515515,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830043.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515515,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830045.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515516,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830047.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515516,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830049.0,canceled,4/23/2018,OTHOTH5A2F72DBBB0C9,100.0,11.0,2211.0,100515517,,,0.0,cod,4/23/2018,Gross," 1,100 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830051.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,11.0,2211.0,100515517,,,0.0,cod,4/23/2018,Gross," 1,089 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830059.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515521,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830066.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515524,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830086.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,102.0,9098.0,100515534,,,1000.0,cod,4/23/2018,Gross," 10,098 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830088.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,102.0,9098.0,100515535,,,1000.0,cod,4/23/2018,Gross," 10,098 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830090.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515536,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830092.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515537,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830094.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515538,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830096.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515539,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830100.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515540,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830098.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515541,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830102.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515542,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830104.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515543,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830106.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,2.0,150.0,100515544,,,198.0,cod,4/23/2018,Gross, 198 ,2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
830109.0,canceled,4/23/2018,MEFQMO59B0942707B79-M,99.0,24.0,1376.0,100515546,,,1000.0,cod,4/23/2018,Gross," 2,376 ",2018.0,4.0,2018-1,4-2018,FY18,85385.0,Exception for category_name_1 - Empty Field
